"ID,""GEO"",""SECTOR"",""EMPLOYEES"",""INCOME"",""MARKETING_SPENDING"",""ACC_BEFORE"",""PWC_PRESS_INDEX"",""FB_LIKES"",""TWT_FOLLOWERS"",""YEAR_FOUNDED"",""EXP_CEO"",""AREA"",""PWC_EMPLOYEES"",""CREDIT"",""FLAG"""
"144,"" 21.0201511448293  , 52.2363231967669    "",""RESTAURANT"",""3"",""150526"",""7977"",""0"",""-16.6152281150013"",""1678"",""147"",""2008"",""5"",""31"",""0"",""20141"",""0"""
"145,""  21.0387694784021  , 52.2871610547556  "",""IT"",""2"",""200724"",""4984"",""1"",""-4.95712403526173"",""464"",""98"",""2000"",""7"",""74"",""0"",""1207"",""0"""
"146,""  21.099522533014  , 52.2756413879339  "",""IT"",""35"",""199866"",""5018"",""1"",""-4.73333063824337"",""507"",""107"",""2005"",""NA"",""60"",""2"",""0"",""1"""
"147,"" 21.0288607238096  , 52.239081385117    "",""IT"",""18"",""346750"",""36040"",""1"",""3.47973637045101"",""3618"",""742"",""2009"",""6"",""208"",""9"",""59204"",""1"""
"148,"" 21.1864504902055  , 52.1964358016662   "",""RESTAURANT"",""4"",""150327"",""8081"",""0"",""3.72355825214813"",""1638"",""174"",""2006"",""5"",""34"",""0"",""13000"",""0"""
"149,"" 21.0118565116364  , 52.2241375833843    "",""CAFE"",""1"",""150090"",""7975"",""0"",""-4.72844652718386"",""1589"",""156"",""2010"",""NA"",""31"",""0"",""0"",""0"""
"150,""  21.0986562767928  , 52.2968110172078  "",""RESTAURANT"",""4"",""119000"",""7863"",""0"",""-10.468718176522"",""1470"",""184"",""2008"",""5"",""26"",""1"",""21170"",""1"""
"151,"" 21.1420084203063  , 52.1775086976751   "",""IT"",""5"",""81956"",""6282"",""1"",""0.719495188748551"",""648"",""107"",""2011"",""6"",""81"",""0"",""20200"",""0"""
"152,""  21.0580010316009  , 52.2708914813749  "",""IT"",""2"",""200570"",""5023"",""0"",""-5.59906591920354"",""477"",""108"",""2008"",""NA"",""69"",""1"",""696"",""0"""
"153,""  21.0825901807332  , 52.2721495576063  "",""IT"",""3"",""200443"",""4969"",""1"",""-4.84748735853602"",""497"",""98"",""1998"",""4"",""67"",""2"",""898"",""0"""
"154,""  21.0712852907181  , 52.297318167584  "",""IT"",""28"",""199816"",""5090"",""1"",""-6.44818643899788"",""516"",""111"",""2000"",""5"",""72"",""0"",""1107"",""1"""
"155,"" 21.1866773368772  , 52.1734569301177   "",""IT"",""54"",""262340"",""10037"",""1"",""-1.22500645794882"",""1049"",""187"",""2005"",""NA"",""350"",""2"",""1164"",""0"""
"156,"" 21.0145816520157  , 52.2287460812181    "",""PUB"",""3"",""149711"",""7951"",""0"",""-16.4006071100801"",""1610"",""156"",""2008"",""NA"",""30"",""0"",""0"",""0"""
"157,""  21.0976741916267  , 52.2742531986302  "",""IT"",""35"",""199544"",""4993"",""0"",""-5.39051702983217"",""487"",""106"",""1999"",""7"",""74"",""2"",""504"",""0"""
"158,"" 21.0212983453821  , 52.2336163946893    "",""CAFE"",""5"",""499572"",""30353"",""0"",""6.48699103335924"",""6136"",""616"",""2013"",""4"",""54"",""1"",""70380"",""1"""
"159,""  21.0910484631523  , 52.2811247273372  "",""CAFE"",""2"",""160100"",""7876"",""0"",""17.3830328275716"",""1651"",""163"",""2005"",""NA"",""32"",""1"",""0"",""0"""
"160,""  21.069109529343  , 52.2785418056604  "",""IT"",""28"",""199438"",""4962"",""0"",""-5.72962200627325"",""520"",""106"",""2000"",""10"",""75"",""0"",""0"",""1"""
"161,""  21.0311778356344  , 52.2890791741502  "",""IT"",""38"",""200111"",""4940"",""1"",""-3.19112349569856"",""484"",""114"",""2002"",""6"",""70"",""0"",""0"",""0"""
"162,"" 21.0000100860067  , 52.2333279804792    "",""PUB"",""2"",""149681"",""8144"",""0"",""1.23875876351451"",""1609"",""142"",""2007"",""NA"",""29"",""1"",""0"",""0"""
"163,"" 21.0019709068697  , 52.2227169473469    "",""CAFE"",""5"",""500386"",""29945"",""0"",""-2.38293701684863"",""6189"",""592"",""2010"",""4"",""53"",""0"",""55003"",""1"""
"164,"" 21.1904285928663  , 52.180135750554   "",""IT"",""45"",""252140"",""10054"",""1"",""-2.57500528049393"",""999"",""217"",""2007"",""NA"",""335"",""3"",""948"",""1"""
"165,"" 21.0098708071727  , 52.2346186136175    "",""IT"",""16"",""461500"",""52140"",""0"",""2.14834850749653"",""5317"",""1023"",""2007"",""4"",""197"",""4"",""61282"",""1"""
"166,"" 21.184941733934  , 52.1954193056724   "",""IT"",""46"",""312820"",""9831"",""1"",""-3.32369585900727"",""992"",""209"",""2003"",""14"",""357"",""3"",""11009865"",""1"""
"167,"" 21.1831575133121  , 52.1723029786535   "",""IT"",""6"",""68879"",""7700"",""1"",""2.11209612887755"",""781"",""156"",""2010"",""4"",""77"",""0"",""20247"",""0"""
"168,"" 21.1588318479769  , 52.2035174981039   "",""PUB"",""1"",""149311"",""8009"",""0"",""-9.42297194834665"",""1570"",""140"",""2007"",""6"",""32"",""0"",""16970"",""0"""
"169,"" 21.010834734905  , 52.2337595537258    "",""IT"",""9"",""92000"",""11970"",""0"",""0.449650368436499"",""1217"",""230"",""2012"",""NA"",""30"",""2"",""-4997"",""1"""
"170,"" 21.1568417443642  , 52.1863747511106   "",""CAFE"",""3"",""150043"",""7960"",""0"",""-18.5842537045505"",""1567"",""179"",""2000"",""NA"",""30"",""2"",""0"",""0"""
"171,""  21.0613795181923  , 52.2994659819431  "",""IT"",""26"",""200077"",""4914"",""0"",""-8.41404109387414"",""498"",""101"",""2002"",""7"",""70"",""0"",""0"",""1"""
"172,""  21.0712635709299  , 52.2711581022199  "",""IT"",""3"",""200342"",""4944"",""0"",""-5.14532316153547"",""458"",""115"",""2007"",""8"",""66"",""3"",""1305"",""0"""
"173,"" 21.0177658684698  , 52.2355151348142    "",""PUB"",""3"",""149886"",""8000"",""0"",""-14.7283173373414"",""1614"",""142"",""2008"",""3"",""32"",""0"",""0"",""1"""
"174,"" 21.0282859262056  , 52.2336204414256    "",""PUB"",""8"",""500334"",""29666"",""0"",""5.57193211141015"",""5940"",""616"",""2013"",""NA"",""46"",""2"",""55081"",""0"""
"175,"" 21.0269944217154  , 52.234057909525    "",""PUB"",""4"",""150393"",""7999"",""0"",""0.930740528011972"",""1595"",""164"",""2004"",""4"",""30"",""0"",""19872"",""0"""
"176,"" 21.1976991946753  , 52.1758548602741   "",""IT"",""51"",""262330"",""10069"",""1"",""-1.45792976760959"",""1013"",""210"",""2006"",""12"",""377"",""5"",""1119"",""1"""
"177,"" 21.1713143296968  , 52.1728801512206   "",""IT"",""50"",""333100"",""9995"",""0"",""-1.56706805676585"",""983"",""206"",""1997"",""NA"",""348"",""2"",""835"",""0"""
"178,"" 21.005515161538  , 52.2341374748293    "",""PUB"",""4"",""500103"",""30022"",""0"",""8.65695105425124"",""5940"",""606"",""2012"",""NA"",""54"",""0"",""60094"",""0"""
"179,"" 21.1649524079142  , 52.171814059657   "",""PUB"",""3"",""149158"",""7915"",""0"",""-9.92256203884597"",""1536"",""167"",""2011"",""4"",""27"",""1"",""16920"",""0"""
"180,"" 21.1563169442648  , 52.1962188033434   "",""IT"",""51"",""262270"",""9902"",""0"",""-1.66317012618668"",""989"",""201"",""2005"",""15"",""358"",""3"",""806"",""1"""
"181,""  21.0852922244673  , 52.2840907114674  "",""IT"",""4"",""200563"",""5012"",""0"",""-4.92544753612048"",""500"",""104"",""2004"",""NA"",""67"",""2"",""0"",""1"""
"182,""  21.0613730194536  , 52.2892126439302  "",""IT"",""36"",""200926"",""4919"",""1"",""-4.67766431163898"",""495"",""104"",""2000"",""NA"",""73"",""0"",""602"",""0"""
"183,"" 21.0119065321693  , 52.2200726958923    "",""IT"",""18"",""404250"",""25950"",""1"",""2.83589158583114"",""2626"",""514"",""2011"",""NA"",""173"",""2"",""62035"",""1"""
"184,"" 21.0077846701841  , 52.2220072137704    "",""IT"",""22"",""494250"",""46010"",""0"",""2.23514931898105"",""4647"",""939"",""2010"",""7"",""218"",""2"",""59576"",""1"""
"185,"" 21.1617826091852  , 52.1926226277417   "",""IT"",""48"",""191690"",""10046"",""1"",""-2.17179530030204"",""960"",""195"",""2003"",""11"",""345"",""3"",""1008"",""1"""
"186,""  21.0422629246768  , 52.2743952220655  "",""PUB"",""3"",""149700"",""7950"",""1"",""-11.7610989508812"",""1590"",""188"",""2000"",""8"",""30"",""1"",""0"",""1"""
"187,"" 21.1781977640903  , 52.1922063085763   "",""IT"",""5"",""74973"",""9298"",""0"",""1.01414727501228"",""920"",""202"",""2014"",""2"",""68"",""0"",""20638"",""1"""
"188,"" 21.0159937052585  , 52.2218734523654    "",""PUB"",""5"",""499736"",""30008"",""0"",""-10.2633080811784"",""6003"",""616"",""2013"",""NA"",""57"",""0"",""30032"",""1"""
"189,"" 21.0286895731422  , 52.2331058835657    "",""IT"",""3"",""56600"",""5970"",""0"",""2.57948729383983"",""601"",""121"",""2011"",""5"",""22"",""2"",""3"",""1"""
"190,""  21.0506205441453  , 52.2791664114781  "",""CAFE"",""4"",""230500"",""8090"",""1"",""-1.26121036227495"",""1641"",""142"",""2009"",""NA"",""28"",""0"",""13037"",""0"""
"191,"" 21.0137981453186  , 52.2362889605155    "",""IT"",""19"",""357000"",""40000"",""1"",""2.87644884931747"",""4107"",""746"",""2008"",""10"",""209"",""7"",""59924"",""1"""
"192,"" 21.1896845986629  , 52.1914551472454   "",""IT"",""51"",""332970"",""10032"",""0"",""-2.92214403233826"",""978"",""193"",""2004"",""12"",""340"",""3"",""1007"",""1"""
"193,"" 21.0199854443602  , 52.2357973939786    "",""PUB"",""6"",""499550"",""29975"",""0"",""-1.26077568420106"",""5920"",""632"",""2011"",""NA"",""56"",""1"",""30136"",""1"""
"194,""  21.0822474036552  , 52.2967347322218  "",""IT"",""33"",""200709"",""5168"",""1"",""-6.27555550276309"",""525"",""103"",""1998"",""5"",""70"",""2"",""403"",""1"""
"195,"" 21.1576492456049  , 52.2185636343248   "",""IT"",""8"",""92101"",""7104"",""0"",""2.75429733802312"",""716"",""141"",""2011"",""3"",""80"",""0"",""19530"",""0"""
"196,""  21.0991606796416  , 52.2836469542002  "",""IT"",""3"",""199694"",""5022"",""0"",""-5.44404469644898"",""533"",""121"",""2001"",""6"",""78"",""1"",""1103"",""1"""
"197,""  21.0324262894364  , 52.2963358299341  "",""IT"",""28"",""199879"",""5016"",""0"",""-4.08417646608315"",""523"",""98"",""2007"",""4"",""70"",""0"",""702"",""0"""
"198,""  21.050354615869  , 52.2905388119002  "",""IT"",""30"",""199657"",""4930"",""1"",""-4.35308109835848"",""469"",""109"",""2002"",""NA"",""69"",""2"",""1525"",""1"""
"199,""  21.0566809581593  , 52.2933590314025  "",""IT"",""3"",""199710"",""5062"",""0"",""-5.20249692145641"",""523"",""104"",""2001"",""NA"",""67"",""0"",""0"",""1"""
"200,""  21.075994771698  , 52.2806267428305  "",""IT"",""32"",""200126"",""5060"",""1"",""-4.01965500307719"",""503"",""91"",""2002"",""6"",""69"",""2"",""1000"",""0"""
"201,"" 21.1862036094731  , 52.180210420168   "",""IT"",""56"",""272370"",""10014"",""1"",""-1.43456598242757"",""988"",""203"",""2003"",""15"",""353"",""8"",""1023"",""0"""
"202,"" 21.1630647924496  , 52.1826235349337   "",""IT"",""5"",""77003"",""7695"",""0"",""1.72037759762909"",""853"",""151"",""2010"",""4"",""66"",""0"",""20462"",""1"""
"203,""  21.0755391387502  , 52.2786605325807  "",""RESTAURANT"",""2"",""149900"",""7935"",""0"",""-9.00489169996335"",""1583"",""175"",""2010"",""5"",""30"",""1"",""0"",""0"""
"204,"" 21.1712668012772  , 52.2093240730045   "",""IT"",""3"",""94149"",""6563"",""0"",""1.70723714292647"",""675"",""117"",""2013"",""3"",""67"",""1"",""19567"",""1"""
"205,""  21.0886529251211  , 52.28656343729  "",""IT"",""2"",""200582"",""4877"",""0"",""-4.9162741835909"",""519"",""96"",""2000"",""7"",""65"",""0"",""0"",""1"""
"206,"" 21.0139141043525  , 52.2207547141286    "",""IT"",""21"",""321000"",""31840"",""0"",""2.84800924908832"",""3113"",""644"",""2009"",""7"",""198"",""6"",""60692"",""1"""
"207,"" 21.1796945930077  , 52.2037119575124   "",""CAFE"",""2"",""150039"",""8020"",""0"",""-5.58315556206567"",""1626"",""171"",""2005"",""NA"",""29"",""0"",""19990"",""0"""
"208,""  21.0644120238977  , 52.2788655797276  "",""CAFE"",""1"",""149500"",""8112"",""0"",""-7.60604268281856"",""1630"",""163"",""2005"",""NA"",""31"",""0"",""0"",""0"""
"209,""  21.044417559728  , 52.2802209954197  "",""IT"",""33"",""200833"",""4908"",""1"",""-5.66081564086121"",""526"",""105"",""1997"",""7"",""73"",""1"",""805"",""1"""
"210,""  21.0647893626592  , 52.2996780364239  "",""IT"",""2"",""199466"",""4947"",""1"",""-4.11362686817824"",""491"",""77"",""2001"",""5"",""74"",""0"",""0"",""0"""
"211,"" 21.0287143840904  , 52.2241191528086    "",""RESTAURANT"",""1"",""149945"",""8005"",""0"",""-27.5225982622897"",""1606"",""173"",""2005"",""NA"",""31"",""0"",""19910"",""0"""
"212,"" 21.0272425194823  , 52.2340476173442    "",""PUB"",""5"",""149735"",""7953"",""0"",""-7.93580821949723"",""1628"",""158"",""2008"",""5"",""31"",""0"",""20281"",""0"""
"213,""  21.0590331131197  , 52.2979099110677  "",""IT"",""4"",""200252"",""4933"",""1"",""-5.9679327711136"",""489"",""111"",""2003"",""5"",""73"",""2"",""0"",""0"""
"214,""  21.0521691875812  , 52.2789173454186  "",""RESTAURANT"",""1"",""159800"",""7820"",""0"",""3.59909627959015"",""1561"",""154"",""2008"",""NA"",""32"",""2"",""0"",""1"""
"215,"" 21.0100292809017  , 52.2253560969885    "",""IT"",""24"",""364250"",""32040"",""0"",""2.80048576425864"",""3241"",""589"",""2004"",""6"",""190"",""8"",""0"",""1"""
"216,""  21.0355337334261  , 52.2735426020506  "",""IT"",""30"",""199558"",""4979"",""1"",""-6.14313174711193"",""478"",""76"",""2001"",""NA"",""71"",""0"",""0"",""1"""
"217,"" 21.1881941006966  , 52.1907558746566   "",""IT"",""4"",""76955"",""6905"",""0"",""2.42695175380064"",""704"",""112"",""2012"",""NA"",""69"",""1"",""20115"",""1"""
"218,""  21.0399244459951  , 52.29973651523  "",""IT"",""36"",""200141"",""5082"",""1"",""-5.24171986637973"",""490"",""99"",""2002"",""NA"",""72"",""0"",""708"",""1"""
"219,"" 21.0082653656097  , 52.2292280435888    "",""CAFE"",""4"",""500033"",""30117"",""0"",""-8.02976114166474"",""6053"",""598"",""2013"",""NA"",""47"",""0"",""45048"",""1"""
"220,""  21.06310578631  , 52.2757139336201  "",""IT"",""2"",""199865"",""5101"",""0"",""-6.65768757481135"",""492"",""112"",""2008"",""NA"",""70"",""3"",""0"",""1"""
"221,"" 21.002983462834  , 52.2370503230346    "",""IT"",""23"",""361000"",""38010"",""0"",""2.98320197360789"",""3796"",""804"",""2008"",""10"",""184"",""6"",""59228"",""1"""
"222,"" 21.0186466404423  , 52.2228873839928    "",""CAFE"",""2"",""150326"",""8132"",""0"",""-3.45299139665011"",""1567"",""159"",""2005"",""6"",""28"",""0"",""0"",""0"""
"223,"" 21.0050457568134  , 52.2330944575276    "",""PUB"",""4"",""500011"",""29635"",""0"",""20.5875422652018"",""5981"",""609"",""2012"",""NA"",""49"",""0"",""35224"",""1"""
"224,""  21.0880790539063  , 52.2913536344562  "",""IT"",""32"",""200270"",""4982"",""0"",""-6.87016807481276"",""532"",""94"",""2006"",""9"",""65"",""0"",""0"",""1"""
"225,"" 21.0282427108125  , 52.2265413175803    "",""CAFE"",""1"",""149668"",""7926"",""0"",""3.09177654251594"",""1582"",""142"",""2008"",""NA"",""30"",""0"",""0"",""0"""
"226,"" 21.0206942710862  , 52.2267856718833    "",""CAFE"",""5"",""150449"",""7986"",""0"",""-1.75328779680058"",""1592"",""159"",""2004"",""5"",""30"",""1"",""20098"",""0"""
"227,"" 21.1927847170318  , 52.2086667216313   "",""IT"",""5"",""85096"",""9713"",""0"",""2.19932185945243"",""908"",""227"",""2010"",""4"",""62"",""2"",""20187"",""1"""
"228,"" 21.0199717494363  , 52.2379828283424    "",""IT"",""16"",""305750"",""46030"",""1"",""2.07436051640927"",""4644"",""911"",""2008"",""5"",""200"",""5"",""0"",""1"""
"229,"" 21.020888421427  , 52.2382870458718    "",""PUB"",""5"",""499261"",""29934"",""0"",""4.14693727995709"",""5997"",""591"",""2011"",""1"",""60"",""1"",""40106"",""1"""
"230,""  21.0836566717108  , 52.2933554674662  "",""IT"",""30"",""199949"",""5001"",""0"",""-6.18251366855426"",""497"",""99"",""2000"",""8"",""66"",""3"",""0"",""0"""
"231,"" 21.1840350274583  , 52.2177790922974   "",""IT"",""5"",""77991"",""9325"",""0"",""1.25659252988153"",""894"",""173"",""2012"",""5"",""78"",""1"",""19252"",""0"""
"232,""  21.0888014039933  , 52.2925835991534  "",""IT"",""2"",""199144"",""4984"",""0"",""-4.71480382997119"",""494"",""114"",""2004"",""9"",""82"",""0"",""902"",""0"""
"233,"" 21.1821451502601  , 52.1741051390115   "",""IT"",""54"",""343140"",""10034"",""0"",""-0.904670755699848"",""971"",""194"",""2003"",""13"",""346"",""7"",""11211839"",""0"""
"234,"" 21.0033374711899  , 52.2212963022804    "",""CAFE"",""6"",""499851"",""29963"",""0"",""13.354117197262"",""5997"",""570"",""2011"",""NA"",""49"",""0"",""44956"",""1"""
"235,"" 21.1512922006706  , 52.2003622735781   "",""RESTAURANT"",""3"",""150951"",""8003"",""0"",""-13.1879538196674"",""1642"",""142"",""2000"",""NA"",""34"",""2"",""20080"",""0"""
"236,"" 21.0219552267371  , 52.2355968196923    "",""IT"",""20"",""386750"",""56060"",""0"",""2.12326913580343"",""5430"",""1086"",""2009"",""NA"",""198"",""5"",""0"",""1"""
"237,"" 21.1673120517517  , 52.2124840383814   "",""IT"",""3"",""82037"",""7604"",""0"",""1.79730370234741"",""763"",""147"",""2013"",""NA"",""71"",""2"",""19926"",""1"""
"238,"" 21.0171693488767  , 52.2399213097896    "",""RESTAURANT"",""6"",""500508"",""30065"",""0"",""18.8387048314071"",""5965"",""578"",""2011"",""3"",""55"",""0"",""45149"",""0"""
"239,"" 21.0063445324455  , 52.2247160072578    "",""PUB"",""5"",""149376"",""7991"",""0"",""-3.36159953091729"",""1633"",""138"",""2009"",""4"",""33"",""2"",""0"",""0"""
"240,""  21.0723104530876  , 52.2748329131049  "",""IT"",""33"",""198931"",""5021"",""1"",""-5.09104772014217"",""532"",""95"",""1998"",""9"",""69"",""1"",""0"",""1"""
"241,""  21.099157204763  , 52.270014169761  "",""IT"",""31"",""199614"",""5117"",""0"",""-4.29627216420931"",""522"",""93"",""2001"",""9"",""68"",""0"",""0"",""1"""
"242,"" 21.1702568693664  , 52.1710409243638   "",""IT"",""50"",""312770"",""9844"",""1"",""-2.66075905970734"",""973"",""225"",""2004"",""NA"",""368"",""2"",""963"",""1"""
"243,"" 21.1865132605731  , 52.1926883265539   "",""CAFE"",""1"",""149809"",""8045"",""0"",""-10.1617942041482"",""1544"",""181"",""2007"",""NA"",""30"",""0"",""0"",""0"""
"244,"" 21.1826409134734  , 52.1897022873443   "",""RESTAURANT"",""3"",""150050"",""8031"",""0"",""-21.0930585448557"",""1606"",""163"",""2006"",""NA"",""27"",""0"",""0"",""0"""
"245,""  21.0832946862909  , 52.2811481346469  "",""IT"",""2"",""199067"",""4967"",""0"",""-4.77550836901373"",""489"",""105"",""2001"",""10"",""71"",""2"",""1206"",""1"""
"246,"" 21.1427795457346  , 52.2187307571806   "",""PUB"",""5"",""150572"",""7857"",""0"",""-10.3828638759536"",""1531"",""167"",""2010"",""NA"",""26"",""0"",""0"",""0"""
"247,""  21.0975207943493  , 52.2885784412455  "",""IT"",""28"",""199355"",""4937"",""1"",""-5.00220135436395"",""476"",""93"",""2001"",""NA"",""71"",""1"",""930"",""0"""
"248,"" 21.0040642309773  , 52.2392349501373    "",""RESTAURANT"",""6"",""501120"",""29944"",""1"",""13.2119186616554"",""5816"",""582"",""2011"",""NA"",""43"",""0"",""20027"",""0"""
"249,""  21.0612450313917  , 52.2933055868512  "",""IT"",""3"",""199354"",""4949"",""1"",""-2.84685862053179"",""513"",""106"",""2000"",""7"",""83"",""0"",""290"",""0"""
"250,"" 21.1396033163257  , 52.1912715919479   "",""IT"",""49"",""262320"",""9937"",""1"",""-2.51587455321454"",""1006"",""210"",""1999"",""NA"",""344"",""3"",""1054"",""0"""
"251,"" 21.184396998046  , 52.2015780242207   "",""IT"",""4"",""88083"",""10033"",""0"",""0.644002895035643"",""1021"",""221"",""2013"",""4"",""73"",""1"",""19706"",""1"""
"252,"" 21.0216122491402  , 52.2274376579653    "",""CAFE"",""4"",""498578"",""30121"",""0"",""5.53686927592432"",""5961"",""615"",""2012"",""5"",""48"",""0"",""15142"",""1"""
"253,""  21.0757613495342  , 52.2873025379423  "",""IT"",""31"",""200177"",""4997"",""0"",""-5.3197477717828"",""562"",""102"",""2002"",""7"",""72"",""1"",""389"",""1"""
"254,""  21.0517722756276  , 52.2703563670768  "",""IT"",""4"",""199849"",""4943"",""1"",""-5.88939765347839"",""492"",""113"",""2010"",""5"",""73"",""3"",""1100"",""0"""
"255,"" 21.0194866049988  , 52.2296407782659    "",""IT"",""21"",""349750"",""33930"",""1"",""3.17279255735512"",""3397"",""681"",""2010"",""6"",""205"",""4"",""61461"",""1"""
"256,"" 21.1791240164004  , 52.1904643223784   "",""IT"",""4"",""63826"",""8198"",""0"",""0.735432468692762"",""852"",""145"",""2012"",""NA"",""69"",""0"",""20733"",""1"""
"257,"" 21.0015305228247  , 52.2328607199388    "",""IT"",""10"",""85900"",""3860"",""1"",""2.18183692176561"",""392"",""71"",""2011"",""5"",""25"",""1"",""2"",""1"""
"258,"" 21.0093739107181  , 52.2384306316776    "",""IT"",""3"",""102100"",""4950"",""0"",""4.10146236893197"",""525"",""106"",""2012"",""4"",""25"",""1"",""4"",""1"""
"259,"" 21.162541162719  , 52.1907519772812   "",""CAFE"",""4"",""150249"",""7990"",""0"",""-0.767489918139596"",""1636"",""163"",""2002"",""4"",""32"",""1"",""31050"",""0"""
"260,"" 21.1862147976877  , 52.1995352118439   "",""RESTAURANT"",""2"",""150005"",""8078"",""0"",""4.75912439519704"",""1597"",""152"",""2006"",""NA"",""28"",""0"",""14970"",""0"""
